bhlas	vˠlˠasˠ
Fraince	ˈfˠɾˠan̪ʲcɪ
fhágáil	ˈɑːɡɑːlʲ
cleacht	clʲaxt̪ˠ
anocht	ˈan̪ˠəxt̪ˠ
Fine Gael	ˌfʲɪnʲə ˈɟeːlˠ
meán oíche	ˌmʲeɑːnˠ ˈoiːçə
Iodáil	ˈiəd̪ˠɑːlʲ
cearr	caːɾˠ
plúra'	ˈpˠlˠuːɾˠə'
-óimid	-ˈómʲɪdʲ
cíos	ciːʃ
Haváis	ˈhavɑːʃ
gíotáil	ˈɟiːt̪ˠɑːlʲ
tiocfad	ˈtʲjʊkfˠəd̪ˠ
mhine	ˈvʲɪnʲə
Peadar	ˈpʲad̪ˠəɾˠ
clóis	ˈklˠóʃ
acsón	ˈaksˠoːnˠ
-as	-asˠ
fiú	ˈfʲuː
ciú	ˈcuː
beoir	bʲoːɾʲ
pracar	ˈpˠɾˠakəɾˠ
sní	ʃnʲiː
treabh	tʲɾʲəu
Dé hAoine	dʲeː ˈhiːnʲə
diaspóra	ˈdʲiəsˠpˠoːɾˠə
olann	ˈɔlˠən̪ˠ
liosta	ˈlʲiəsˠt̪ˠə
liú	ˈlʲuː
breactar	ˈbʲɾʲakt̪ˠəɾˠ
leáis	ˈlʲeɑːʃ
molta	ˈmˠɔl̪ˠt̪ˠə
eiscir	ˈɛʃcɪɾʲ
milse	ˈmʲɪl̠ʲʃə
ar oscailt	əɾˠˈɔsˠkəl̪ʲtʲ
meadar	ˈmʲad̪ˠəɾˠ
dhícheall	ˈjiːçəlˠ
bobaireacht	ˈbˠɔbˠəɾʲəxt̪ˠ
coguas	ˈkɔɡuəsˠ
colgach	ˈkɔlˠəɡəx
murab	ˈmˠʊɾˠəbˠ
col	kɔlˠ
chiúin	ˈçúnʲ
eol	oːlˠ
dol	d̪ˠɔlˠ
gol	ɡɔlˠ
gríobh	ɟɾʲiːvʲ
corrach	ˈkɔɾˠəx
bróin	ˈbˠɾˠónʲ
dís	dʲiːʃ
Imánál	ˈɪmˠɑːn̪ˠɑːlˠ
faoinarbh	ˈfˠiːn̪ˠəɾˠw
farc	fˠaɾˠk
Seoirse	ˈʃoːɾˠʃə
thinn	hɪnʲ
casachtach	ˈkasˠəxt̪ˠəx
fheiceanna	ˈɛcən̪ˠə
leafaos	ˈlʲafˠiːsˠ
pobalscoil	ˈpˠɔbˠəl̪ˠsˠkəlʲ
marc	mˠaɾˠk
gcuairteanna	ˈɡuəɾˠtʲən̪ˠə
ghnó	n̪ˠoː
harc	haɾˠk
sráidbhaile	ˈsˠɾˠɑːd̪ˠwəlʲə
Chonnacht	ˈxʊn̪ˠəxt̪ˠ
giorracht	ˈɟiəɾˠəxt̪ˠ
gairleog	ˈɡaɾʲlʲoːɡ
Giúdach	ˈɟuːd̪ˠəx
Niocláis	ˈnʲiəklˠɑːʃ
láir	lˠɑːɾʲ
deirid	ˈdʲɛɾʲədʲ
náisiúin	ˈn̪ˠɑːʃúnʲ
beirid	ˈbʲɛɾʲədʲ
cóstaí	ˈkoːsˠt̪ˠiː
murlán	ˈmˠʊɾˠlˠɑːnˠ
léarscáil	ˈlʲeːɾˠsˠkɑːlʲ
féidearthacht	ˈfʲeːdʲəɾˠəxt̪ˠ
leannán	ˈlʲan̪ˠɑːnˠ
luachmhar	ˈlˠuəxwəɾˠ
luaith	ˈlˠuə
spealas	ˈʃpʲalˠəsˠ
mhuir	wɪɾʲ
pearsanta	ˈpʲaɾˠsˠən̪ˠt̪ˠə
éilím	ˈeːlʲiːmʲ
cánach	ˈkɑːn̪ˠəx
cuma	ˈkʊmˠə
rú	ɾˠuː
lítear	ˈlʲiːtʲəɾˠ
fisic	ˈfʲɪʃɪc
cabhsa	ˈkəusˠə
féile	ˈfʲeːlʲə
imeacht	ˈɪmʲəxt̪ˠ
trasinscneach	ˈt̪ˠɾˠaʃən̪ʲʃcnʲəx
bítear	ˈbʲiːtʲəɾˠ
plúr	pˠlˠuːɾˠ
luibh	lˠɪvʲ
bheirim	ˈvʲɛɾʲəmʲ
luide	ˈlˠɪdʲə
Blarnan	ˈbˠlˠaɾˠn̪ˠən̪ˠ
Dia duit	ˌdʲiə ˈd̪ˠɪtʲ
chím	çiːmʲ
táthar	ˈt̪ˠɑːhəɾˠ
ciúin	ˈcúnʲ
chuir	xɪɾʲ
d'aithin	d̪ˠ'ˈahənʲ
dúnaim	ˈd̪ˠuːn̪ˠəmʲ
láithreach stairiúil	ˌlˠɑːhɾʲax ˈsˠt̪ˠaɾʲúlʲ
súiche	ˈsˠúçə
clí	clʲiː
feidhmeannach	ˈfʲɛmʲən̪ˠəx
Úna	ˈuːn̪ˠə
t-arán	t̪ˠ-ˈaɾˠɑːnˠ
breilsce	ˈbʲɾʲɛl̠ʲʃcɪ
bháis	wɑːʃ
dúin	ˈd̪ˠúnʲ
fánach	ˈfˠɑːn̪ˠəx
chú	xuː
poblacht	ˈpˠɔbˠlˠəxt̪ˠ
bigil	ˈbʲɪɟɪlʲ
lá féile	lˠɑː ˈfʲeːlʲə
shloinne	ˈhlˠɪnʲə
fhág	ɑːɡ
feicim	ˈfʲɛcɪmʲ
gág	ɡɑːɡ
siúr	ˈʃuːɾˠ
súsa	ˈsˠuːsˠə
cigil	ˈcɪɟɪlʲ
gafann	ˈɡafˠən̪ˠ
iarraim	ˈiəɾˠəmʲ
Veinéis	vˈɛnʲeːʃ
Aoine an Chéasta	ˌiːnʲə ənˠ ˈçeːsˠt̪ˠə
liúr	ˈlʲuːɾˠ
láimh	lˠáiiː
Catalóinis	ˈkat̪ˠəlˠónʲəʃ
déarfar	ˈdʲeːɾˠfˠəɾˠ
láithreach baill	ˌlˠɑːhɾʲəx ˈbˠalˠ
dise	ˈdʲɪʃə
chaoga	ˈxiːɡə
lig do scíth	lʲɪɡ d̪ˠɔ ˈʃciː
dreamanna	ˈdʲɾʲamˠən̪ˠə
cise	ˈcɪʃə
i ndán	əˈn̪ˠɑːn̪ˠ
gceárta	ˈɟeɑːɾˠt̪ˠə
dearnamar	ˈdʲaɾˠn̪ˠəmˠəɾˠ
mise	ˈmʲɪʃə
Síle	ˈʃiːlʲə
bradach	ˈbˠɾˠad̪ˠəx
leat	lʲat̪ˠ
caoch	kiːx
mhaithe	ˈwahə
frithir	ˈfʲɾʲɪhɪɾʲ
tiarnas	ˈtʲiəɾˠn̪ˠəsˠ
cantalach	ˈkan̪ˠt̪ˠəlˠəx
léann	lʲeːnʲ
díleá	ˈdʲiːlʲeɑː
laoch	lˠiːx
srath	sˠɾˠa
alga	ˈalˠəɡə
tíor	tʲiːɾʲ
tit	tʲɪtʲ
oscailte	ˈɔsˠkəl̪ʲtʲə
anuas	ˈan̪ˠuəsˠ
dhiaidh	ˈjiə
haca	ˈhakə
ndeora	ˈnʲoːɾˠə
Ciarraí	ˈciəɾˠiː
stoptha	ˈsˠt̪ˠɔpˠə
tigim	ˈtʲɪɟɪmʲ
díle	ˈdʲiːlʲə
fuath	fˠuə
chat	xat̪ˠ
bhlais	wlˠaʃ
fear mire	fʲaɾʲ ˈmʲɪɾʲə
cheird	çɛɾʲdʲ
phonc	fˠɔn̪ˠk
luath	lˠuə
breithiúnais	ˈbʲɾʲɛhuːn̪ˠəʃ
líneach	ˈlʲiːnʲəx
bodhrán	ˈbˠuːɾˠɑːnˠ
chléibh	çlʲeːvʲ
spreagtha	ˈʃpʲɾʲakə
ligim	ˈlʲɪɟɪmʲ
rithim	ˈɾˠɪhəmʲ
pas	pˠasˠ
burla	ˈbˠʊɾˠlˠə
lúbaim	ˈlˠuːbˠəmʲ
lúbtha	ˈlˠuːpˠə
dúid	ˈd̪ˠúdʲ
céir	ceːɾʲ
ód	oːd̪ˠ
déantar	ˈdʲeːn̠̪ˠt̪ˠəɾˠ
Vicipéid	vˈɪcɪpʲeːdʲ
ghabhar	ˈɣəuəɾˠ
foilmhe	ˈfˠɛlʲəvʲə
lámh	lˠáiː
siadsan	ˈʃiəd̪ˠsˠən̪ˠ
phost	fˠɔsˠt̪ˠ
léir	lʲeːɾʲ
ngloiní	ˈŋlˠɪnʲiː
tuath	t̪ˠuə
feochan	ˈfʲoːxən̪ˠ
fhraoigh	ɾˠə
Gaeltacht	ˈɟeːl̠ˠt̪ˠəxt̪ˠ
lúthchleasa	ˈlˠuːhçlʲəsˠə
dtosach	ˈd̪ˠɔsˠəx
coin	kɪnʲ
insíonn	ˈɪn̠ʲʃiːnʲ
mBéarla	ˈmʲeːɾˠlˠə
mac tíre	mˠac ˈtʲiːɾʲə
luíonn	ˈlˠuiːnʲ
macalla	ˈmˠakəlˠə
tógann	ˈt̪ˠoːɡən̪ˠ
macra	ˈmˠakɾˠə
caithfidh	ˈkahfʲə
taobh	t̪ˠiːw
banc fola	bˠan̪ˠk ˈfˠɔlˠə
múinteoir	ˈmˠún̪ʲtʲoːɾʲ
madra uisce	ˌmˠad̪ˠɾˠə ˈɪʃcɪ
suíonn	ˈsˠuiːnʲ
chor	xɔɾˠ
lúcháir	ˈlˠuːxɑːɾʲ
úinéara	ˈúnʲeːɾˠə
fuiltear	ˈfˠɪl̠ʲtʲəɾˠ
ghor	ɣɔɾˠ
lenarbh	ˈlʲɛn̪ˠəɾˠw
uiliteoir	ˈɪlʲɪtʲoːɾʲ
sócúl	ˈsˠoːkuːlˠ
geallann	ˈɟalˠən̪ˠ
cromaim	ˈkɾˠɔmˠəmʲ
léine	ˈlʲeːnʲə
búir	ˈbˠúɾʲ
bainfidh	ˈbˠan̪ʲfʲə
Colm	kɔl̪ˠmˠ
coireanna	ˈkɛɾʲən̪ˠə
maighdean	ˈmˠadʲən̪ˠ
chistin	ˈçɪʃtʲənʲ
plaic	pˠlˠɪc
locha	ˈlˠɔxə
ait	atʲ
bheirtear	ˈvʲɛɾˠtʲəɾˠ
tiocfas	ˈtʲjʊkfˠəsˠ
reabab	ˈɾˠabˠəbˠ
scóráil	ˈsˠkoːɾˠɑːlʲ
dócúl	ˈd̪ˠoːkuːlˠ
airgeadúla	ˈaɾʲəɟəd̪ˠuːlˠə
tambóirín	ˈt̪ˠamˠəbˠóɾʲiːnʲ
siabann	ˈʃiəbˠən̪ˠ
máistir	ˈmˠɑːʃtʲɪɾʲ
Í	iː
gais	ɡaʃ
hais	haʃ
maite	ˈmˠatʲə
mamach	ˈmˠamˠəx
cais	kaʃ
manach	ˈmˠan̪ˠəx
iolar	ˈiəlˠəɾˠ
taghd	t̪ˠəd̪ˠ
deifir	ˈdʲɛfʲɪɾʲ
dhaoine	ˈɣiːnʲə
truaill	ˈt̪ˠɾˠuəlˠ
maos	mˠiːsˠ
mbuailte	ˈmˠuəl̪ʲtʲə
diúca	ˈdʲuːkə
pusa	ˈpˠʊsˠə
rachaidh	ˈɾˠaxə
císte	ˈciːʃtʲə
gáirí	ˈɡɑːɾʲiː
tráthchlár	ˈt̪ˠɾˠɑːhxlˠɑːɾˠ
saonta	ˈsˠiːn̠̪ˠt̪ˠə
láidre	ˈlˠɑːdʲɾʲə
holc	hɔl̪ˠk
gríos	ɟɾʲiːʃ
soiléir	ˈsˠɛlʲeːɾʲ
matrarc	ˈmˠat̪ˠɾˠəɾˠk
máistreás	ˈmˠɑːʃtʲɾʲeɑːsˠ
fuireachas	ˈfˠɪɾʲəxəsˠ
mhíl	vʲiːlʲ
déin	dʲeːnʲ
feisigh	ˈfʲɛʃə
cnoga	ˈkɾˠɔɡə
péacán	ˈpʲeːkɑːnˠ
socrú	ˈsˠɔkɾˠuː
Ard Mhacha	ˌaɾˠəd̪ˠ ˈwaxə
beathaí	ˈbʲahiː
tóra	ˈt̪ˠoːɾˠə
linne	ˈlʲɪnʲə
mbeidh	mʲɪ
smál	sˠmˠɑːlˠ
rógaire	ˈɾˠoːɡəɾʲə
údarás	ˈuːd̪ˠəɾˠɑːsˠ
cinneadhtheoiric	ˈcɪnʲəoːɾʲɪc
láib	lˠɑːbʲ
let	lʲɪtʲ
éadach	ˈeːd̪ˠəx
buachaill	ˈbˠuəxəlˠ
chualathas	ˈxuəlˠəhəsˠ
héisc	heːʃc
i gcónaí	əˈɡoːn̪ˠiː
tuaim	ˈt̪ˠuəmʲ
nílir	ˈnʲiːlʲɪɾʲ
tugann	ˈt̪ˠʊɡən̪ˠ
de bhrí go	dʲəˈvʲɾʲiː ɡə
fhuilim	ˈɪlʲəmʲ
dóimid	ˈd̪ˠómʲɪdʲ
bean rialta	bʲanʲ ˈɾʲiəl̪ˠt̪ˠə
dúracht	ˈd̪ˠuːɾˠəxt̪ˠ
luaim	ˈlˠuəmʲ
cur	kʊɾˠ
feadh	fʲɪ
dusta	ˈd̪ˠʊsˠt̪ˠə
mbróga	ˈmˠɾˠoːɡə
dóibh	d̪ˠó
shéid	heːdʲ
spáráil	ˈsˠpˠɑːɾˠɑːlʲ
iascach	ˈiəsˠkəx
siúlta	ˈʃuːl̪ˠt̪ˠə
oícheanta	ˈoiːçən̪ˠt̪ˠə
'spáin	'sˠpˠɑːnʲ
Bearna	ˈbʲaɾˠn̪ˠə
Fionnghuala	ˈfʲiən̪ˠŋhuəlˠə
fuaim	ˈfˠuəmʲ
meacain	ˈmʲakənʲ
boga	ˈbˠɔɡə
feilméara	ˈfʲɛl̠ʲmʲeːɾˠə
Oireachtas	ˈɛɾʲəxt̪ˠəsˠ
bunaitheoir	ˈbˠʊn̪ˠəhoːɾʲ
fúinn	fˠún̪ˠ
Lorgain	ˈlˠɔɾˠəɡənʲ
meana	ˈmʲan̪ˠə
aithinne	ˈahən̪ˠə
dhéanfaí	ˈjeːn̠̪ˠfˠiː
ónarb	ˈoːn̪ˠəɾˠbˠ
ea	a
eolais	ˈoːlˠəʃ
meanma	ˈmʲan̪ˠmˠə
Tiarna	ˈtʲiəɾˠn̪ˠə
séimh	ʃéiiː
ceirnín	ˈcɛɾʲnʲiːnʲ
tsléibh	tʲʃlʲeːvʲ
deirimis	ˈdʲɛɾʲəmʲəʃ
coitianta	ˈkɪtʲiən̪ˠt̪ˠə
meath	mʲa
trínár	ˈtʲɾʲiːn̪ˠɑːɾˠ
meil	mʲɛlʲ
ba	bˠə
Bascais	ˈbˠasˠkəʃ
aoire	ˈiːɾʲə
tsál	t̪ˠsˠɑːlˠ
chúis	ˈxúʃ
colainn	ˈkɔlˠən̪ˠ
meánach	ˈmʲeɑːn̪ˠəx
Muineachán	ˈmˠɪnʲəxɑːnˠ
gráig	ɡɾˠɑːɟ
gabhála	ˈɡəuɑːlˠə
eolas	ˈoːlˠəsˠ
suaimhneas	ˈsˠuənʲəsˠ
Cadhla	ˈkailˠə
srúill	ˈsˠɾˠúlˠ
gainimh	ˈɡanʲəiiː
aiteach	ˈatʲəx
nua	n̪ˠuə
mharbh	waɾˠw
beireann	ˈbʲɛɾʲən̪ˠ
cleith	clʲɛ
det	dʲɪtʲ
thúis	ˈhúʃ
mharc	waɾˠk
cánacha	ˈkɑːn̪ˠəxə
damnaigh	ˈd̪ˠamˠn̪ˠə
sol má	sˠɔlˠ ˈmˠɑː
scaifte	ˈsˠkafʲtʲə
mhaoil	wiːlʲ
cóisir	ˈkóʃɪɾʲ
n-ainmneacha	n̪ˠ-ˈan̪ʲmʲnʲəxə
mheáití	ˈvʲeɑːtʲiː
mhil	vʲɪlʲ
géig	ɟeːɟ
fuaimniú	ˈfˠuəmʲnʲuː
mhilis	ˈvʲɪlʲəʃ
cúraim	ˈkuːɾˠəmʲ
mís	mʲiːʃ
mhaol	wiːlˠ
mhol	wɔlˠ
giúis	ˈɟúʃ
mhuca	ˈwʊkə
Éigipt	ˈeːɟɪpʲtʲ
eitleáin	ˈɛtʲlʲeɑːnʲ
chas	xasˠ
déistin	ˈdʲeːʃtʲənʲ
fágfar	ˈfˠɑːɡfˠəɾˠ
sara fada	ˌsˠaɾˠə ˈfˠad̪ˠə
matánach	ˈmˠat̪ˠɑːn̪ˠəx
ghlais	lˠaʃ
aghaidh	ˈaiə
tuigeann	ˈt̪ˠɪɟən̪ˠ
bríce	ˈbʲɾʲiːcɪ
atáthar	ˈat̪ˠɑːhəɾˠ
cuarc	kuəɾˠk
morg	mˠɔɾˠɡ
phléisiúr	ˈfʲlʲeːʃuːɾˠ
feicthe	ˈfʲɛcə
milliún	ˈmʲɪlʲuːnˠ
Donncha	ˈd̪ˠʊn̪ˠxə
sórt	sˠoːɾˠt̪ˠ
eadhon	ˈəiən̪ˠ
ngarda	ˈŋaɾˠəd̪ˠə
óga	ˈoːɡə
cúl	kuːlˠ
suigh	sˠə
maslú	ˈmˠasˠlˠuː
Brian	ˈbʲɾʲiən̪ˠ
ibh	əi
úd	uːd̪ˠ
móir	ˈmˠóɾʲ
seanóir	ˈʃan̪ˠóɾʲ
milseán	ˈmʲɪl̠ʲʃeɑːnˠ
sinne	ˈʃɪnʲə
-aigh	-ə
chomhair	ˈxəuəɾʲ
miotóg	ˈmʲiət̪ˠoːɡ
lárthosaí	ˈlˠɑːɾˠəsˠiː
mitheas	ˈmʲɪhəsˠ
d'fhreastail	dʲ'ˈɾʲasˠt̪ˠəlʲ
raimhre	ˈɾˠavʲɾʲə
hairdí	ˈhaɾʲədʲiː
srian	ˈʃɾʲiən̪ˠ
mol	mˠɔlˠ
caorthann	ˈkiːɾˠən̪ˠ
cíb	ciːbʲ
spaisteoireacht	ˈsˠpˠaʃtʲoːɾʲəxt̪ˠ
molas	ˈmˠɔlˠəsˠ
molfaidh	ˈmˠɔl̪ˠfˠə
chaill	xalˠ
luid	lˠɪdʲ
tulach	ˈt̪ˠʊlˠəx
íosfad	ˈiːsˠfˠəd̪ˠ
diúil	ˈdʲúlʲ
freastalaíonn	ˈfʲɾʲasˠt̪ˠəlˠiːən̪ˠ
tóir	ˈt̪ˠóɾʲ
bharr	waːɾˠ
muinín	ˈmˠɪnʲiːnʲ
pluc	pˠlˠʊk
mosar	ˈmˠɔsˠəɾˠ
fhuilimid	ˈɪlʲɪmʲɪdʲ
inneach	ˈɪnʲəx
grian	ˈɟɾʲiən̪ˠ
mheil	vʲɛlʲ
píb	pʲiːbʲ
muic	mˠɪc
uathlathaí	ˈuəhlˠəhiː
grianach	ˈɟɾʲiən̪ˠəx
spúnóg	ˈsˠpˠuːn̪ˠoːɡ
d'fhógair	d̪ˠ'ˈoːɡəɾʲ
cófra	ˈkoːfˠɾˠə
gortú	ˈɡɔɾˠt̪ˠuː
geireach	ˈɟɛɾʲəx
muineál	ˈmˠɪnʲeɑːlˠ
muiníl	ˈmˠɪnʲiːlʲ
monarcaí	ˈmˠɔn̪ˠəɾˠkiː
tarraingt	ˈt̪ˠaɾˠəŋtʲ
abrann	ˈabˠɾˠən̪ˠ
cá mhéad	kɑːˈvʲeːd̪ˠ
spailpín	ˈsˠpˠal̪ʲpʲiːnʲ
clóscríobhaí	ˈklˠoːʃcɾʲiːwiː
soladach	ˈsˠɔlˠəd̪ˠəx
gránna	ˈɡɾˠɑːn̪ˠə
fréamhshamhaltaigh	ˈfʲɾʲeːwhəuəl̪ˠt̪ˠə
muis	mˠɪʃ
tair	t̪ˠaɾʲ
muise	ˈmˠɪʃə
fágálacha	ˈfˠɑːɡɑːlˠəxə
spréite	ˈʃpʲɾʲeːtʲə
péatar	ˈpʲeːt̪ˠəɾˠ
chúil	ˈxúlʲ
buachaillí	ˈbˠuəxəlˠiː
aistriú	ˈaʃtʲɾʲuː
bainim	ˈbˠanʲəmʲ
-íos	-iːʃ
béala	ˈbʲeːlˠə
éadálach	ˈeːd̪ˠɑːlˠəx
fág	fˠɑːɡ
feilm	fʲɛl̠ʲmʲ
murnán	ˈmˠʊɾˠn̪ˠɑːnˠ
mustar	ˈmˠʊsˠt̪ˠəɾˠ
luch	lˠʊx
mág	mˠɑːɡ
tsnámh	t̪ˠsˠn̪ˠáiː
neoin	nʲoːnʲ
cladh	klˠə
léas	lʲeːsˠ
dínn	dʲiːnʲ
breaca	ˈbʲɾʲakə
ar buile	əɾˠˈbˠɪlʲə
Máirtín	ˈmˠɑːɾˠtʲiːnʲ
codlaíonn	ˈkɔd̪ˠlˠiːən̪ˠ
léiriú	ˈlʲeːɾʲuː
cloisint	ˈklˠɛʃən̪ʲtʲ
cérbh	ceːɾʲvʲ
réim	ɾˠeːmʲ
ceannasach	ˈcan̪ˠəsˠəx
beiche	ˈbʲɛçə
rabharta	ˈɾˠəuəɾˠt̪ˠə
dísle	ˈdʲiːʃlʲə
róghoilliúnach	ˈɾˠoːɣəlˠuːn̪ˠəx
pocaire gaoithe	ˌpˠɔkəɾʲə ˈɡiːhə
croí	ˈkɾˠoiː
bláthnaid	ˈbˠlˠɑːhn̪ˠədʲ
iaim	ˈiəmʲ
bpian	ˈbʲiən̪ˠ
scoile	ˈsˠkɛlʲə
pínn	pʲiːnʲ
míonna	ˈmʲiːnʲə
mhitheas	ˈvʲɪhəsˠ
feaca	ˈfʲakə
tsá	t̪ˠsˠɑː
suimiúil	ˈsˠɪmʲúlʲ
bromach	ˈbˠɾˠɔmˠəx
chéid	çeːdʲ
scátháin	ˈsˠkɑːhɑːnʲ
Ros Comáin	ɾˠɔsˠ ˈkɔmˠɑːnʲ
fionnuar	ˈfʲiən̪ˠuəɾˠ
iomad	ˈʊmˠəd̪ˠ
tharla	ˈhaɾˠlˠə
leictreoir	ˈlʲɛctʲɾʲoːɾʲ
maoine	ˈmˠiːnʲə
geataí	ˈɟat̪ˠiː
crúbchrois	ˈkɾˠuːbˠxɾˠəʃ
mún	mˠuːnˠ
dearbhú	ˈdʲaɾˠwuː
taithí	ˈt̪ˠahiː
troithe	ˈt̪ˠɾˠɛhə
baoth	bˠiː
phlainc	fˠlˠan̪ʲc
soicind	ˈsˠɛcɪn̠ʲdʲ
gae	ɟeː
n-achainí	n̪ˠ-ˈaxənʲiː
deá-	ˈdʲeɑː-
file	ˈfʲɪlʲə
eile	ˈɛlʲə
dile	ˈdʲɪlʲə
lae	lʲeː
bile	ˈbʲɪlʲə
ghoirid	ˈɣɛɾʲədʲ
oide faoistine	ˌɛdʲə ˈfˠiːʃtʲənʲə
Cholm	xɔl̪ˠmˠ
sócúlach	ˈsˠoːkuːlˠəx
hae	heː
cíche	ˈciːçə
ghlinne	ˈlʲɪnʲə
Manainnis	ˈmˠan̪ˠən̪ˠəʃ
wae	weː
tae	tʲeː
costas	ˈkɔsˠt̪ˠəsˠ
cluifí	ˈklˠɪfʲiː
n-asal	n̪ˠ-ˈasˠəlˠ
dála	ˈd̪ˠɑːlˠə
chruinne	ˈxɾˠɪnʲə
coróin	ˈkɔɾˠónʲ
gála	ˈɡɑːlˠə
caoile	ˈkiːlʲə
n-athruithe	n̪ˠ-ˈahɾˠəhə
piléar	ˈpʲɪlʲeːɾˠ
aitheanta	ˈahən̪ˠt̪ˠə
cárbh	kɑːɾˠw
uncail	ˈʊn̪ˠkəlʲ
imní	ˈɪmʲnʲiː
dúntar	ˈd̪ˠuːn̪ˠt̪ˠəɾˠ
bunaigh	ˈbˠʊn̪ˠə
éadroma	ˈeːd̪ˠɾˠəmˠə
n-uaireanta	n̪ˠ-ˈuəɾʲən̪ˠt̪ˠə
puisín	ˈpˠɪʃiːnʲ
n-ubh	n̪ˠ-əu
thraochta	ˈhɾˠiːxt̪ˠə
freagairt	ˈfʲɾʲaɡəɾˠtʲ
n-óg	n̪ˠ-oːɡ
saoile	ˈsˠiːlʲə
nEoin	nʲoːnʲ
daoine	ˈd̪ˠiːnʲə
caoine	ˈkiːnʲə
lasrach	ˈlˠasˠɾˠəx
gamal	ˈɡamˠəlˠ
maoile	ˈmˠiːlʲə
hait	hatʲ
n-aithníonn	n̪ˠ-ˈahnʲiːnʲ
crosach	ˈkɾˠɔsˠəx
Iodáilis	ˈiəd̪ˠɑːlʲəʃ
deargaim	ˈdʲaɾˠəɡəmʲ
cráifeach	ˈkɾˠɑːfʲəx
Bré	bʲɾʲeː
comh	kəu
tosaí	ˈt̪ˠɔsˠiː
tríocha	ˈtʲɾʲiːxə
rinneamar	ˈɾˠɪnʲəmˠəɾˠ
chosa	ˈxɔsˠə
naomh	n̪ˠiː
siabainn	ˈʃiəbˠən̪ˠ
n-abhann	n̪ˠ-ˈəuən̪ˠ
timpiste	ˈtʲɪmʲpʲəʃtʲə
cé go	ˈceː ɡə
hÉirinn	ˈheːɾʲən̪ˠ
punt	pˠʊn̪ˠt̪ˠ
nae	nʲeː
peictiúir	ˈpʲɛctʲúɾʲ
nd	n̪ˠ
dólámhach	ˈd̪ˠoːlˠáiːəx
crúb	kɾˠuːbˠ
critic	ˈcɾʲɪtʲɪc
triomú	ˈtʲɾʲjʊmˠuː
phuca	ˈfˠʊkə
eachtra	ˈaxt̪ˠɾˠə
shleamhain	ˈhlʲəuənʲ
Bandan	ˈbˠan̪ˠəd̪ˠən̪ˠ
náisiún	ˈn̪ˠɑːʃuːnˠ
shróna	ˈhɾˠoːn̪ˠə
folláin	ˈfˠɔlˠɑːnʲ
muc	mˠʊk
bhfeirm	vʲɛɾʲmʲ
zae	zeː
ndol	n̪ˠɔlˠ
cré	cɾʲeː
chama	ˈxamˠə
greis	ɟɾʲɛʃ
beirt	bʲɛɾˠtʲ
ndóchas	ˈn̪ˠoːxəsˠ
chulaith	ˈxʊlˠə
chloch	xlˠɔx
fuála	ˈfˠuɑːlˠə
nead	nʲad̪ˠ
gliceas	ˈɟlʲɪcəsˠ
neada	ˈnʲad̪ˠə
Baile Átha Cliath	ˌbˠalʲə ɑːhə ˈclʲiə
Ó Cathasaigh	oː ˈkahəsˠə
bara	ˈbˠaɾˠə
dearthár	ˈdʲaɾˠɑːɾˠ
fathach	ˈfˠahəx
do-ranna	ˈd̪ˠɔ-ɾˠən̪ˠə
ndlaoi	n̪ˠlˠiː
ngoile	ˈŋɛlʲə
fuin	fˠɪnʲ
b'fhéidir	bʲ'ˈeːdʲɪɾʲ
tarrang	ˈt̪ˠaɾˠəŋ
mbróin	ˈmˠɾˠónʲ
leath	lʲa
Méabh	mʲeːvʲ
cuirtear	ˈkʊɾˠtʲəɾˠ
án	ɑːnˠ
thigh	hɪ
ceangail	ˈcɪŋəlʲ
luin	lˠɪnʲ
gí	ɟiː
eachra	ˈaxɾˠə
réimeanna	ˈɾˠeːmʲən̪ˠə
Déardaoin	ˈdʲeːɾˠd̪ˠiːnʲ
bonnán	ˈbˠʊn̪ˠɑːnˠ
bíd	bʲiːdʲ
hainmneacha	ˈhan̪ʲmʲnʲəxə
bí	bʲiː
rámhaíocht	ˈɾˠáiːiːəxt̪ˠ
lastuas	ˈlˠasˠt̪ˠuəsˠ
nglas	ŋlˠasˠ
fóill	ˈfˠólˠ
fhágadar	ˈɑːɡəd̪ˠəɾˠ
teagascóir	ˈtʲaɡəsˠkóɾʲ
bhíobhair	ˈvʲiːwəɾʲ
géagláidre	ˈɟeːɡlˠɑːdʲɾʲə
ar maidin	əɾˠˈmˠadʲənʲ
grús	ɡɾˠuːsˠ
Uí	ˈuiː
naíonta	ˈn̪ˠiːən̪ˠt̪ˠə
nite	ˈnʲɪtʲə
cearca	ˈcaɾˠkə
iarrtar	ˈiəɾˠt̪ˠəɾˠ
dollar	ˈd̪ˠɔlˠəɾˠ
nocht	n̪ˠɔxt̪ˠ
gearán	ˈɟaɾˠɑːnˠ
Mí	mʲiː
Ní	nʲiː
ghaiscíocha	ˈɣaʃciːxə
mic	mʲɪc
fága	ˈfˠɑːɡə
cosúil	ˈkɔsˠúlʲ
theas	hasˠ
orm	ɔɾˠmˠ
mhná	vˠn̪ˠɑː
i gceart	əˈɟaɾˠt̪ˠ
chrap	xɾˠapˠ
staca	ˈsˠt̪ˠakə
shníomh	hnʲíoiː
tionscadal	ˈtʲiən̪ˠsˠkəd̪ˠəlˠ
Tarbh	t̪ˠaɾˠw
chaoimhe	ˈxiːvʲə
