deice	ˈdʲɛcɪ
dearfa	ˈdʲaɾˠfˠə
súil ribe	ˌsˠúlʲ ˈɾʲɪbʲə
Dubhghall	ˈd̪ˠəuɣəlˠ
éadroime	ˈeːd̪ˠɾˠəmʲə
bhun	wʊn̪ˠ
triuch	ˈtʲɾʲəx
oileáin	ˈɛlʲeɑːnʲ
tairbh	t̪ˠaɾʲvʲ
tosaitheoir	ˈt̪ˠɔsˠəhoːɾʲ
Fhranca	ˈɾˠan̪ˠkə
gáire	ˈɡɑːɾʲə
báire	ˈbˠɑːɾʲə
puiteach	ˈpˠɪtʲəx
taobhaigh	ˈt̪ˠiːwə
chuairt	ˈxuəɾˠtʲ
láithreach	ˈlˠɑːhɾʲəx
sean-	ʃan̪ˠ-
ola	ˈɔlˠə
bráithre	ˈbˠɾˠɑːhɾʲə
ar dtús	əɾˠˈd̪ˠuːsˠ
níltear	ˈnʲiːl̠ʲtʲəɾˠ
ólfaidh	ˈoːl̪ˠfˠə
deoch	dʲoːx
táthar	ˈt̪ˠɑːhəɾˠ
shean	han̪ˠ
optach	ˈɔpˠt̪ˠəx
-each	-ax
dúradar	ˈd̪ˠuːɾˠəd̪ˠəɾˠ
codlata	ˈkɔd̪ˠlˠət̪ˠə
atáimid	ˈat̪ˠɑːmʲɪdʲ
portach	ˈpˠɔɾˠt̪ˠəx
tréin	tʲɾʲeːnʲ
leifteán	ˈlʲɛfʲtʲeɑːnˠ
mairteoil	ˈmˠɛɾˠtʲoːlʲ
ar scáth a	əɾˠˈsˠkɑːh ə
díomhaoin	ˈdʲiːiːnʲ
fáltas	ˈfˠɑːl̪ˠt̪ˠəsˠ
eascracha	ˈasˠkɾˠəxə
os comhair	əsˠ ˈkəuəɾʲ
cneas	cɾʲasˠ
dúnfad	ˈd̪ˠuːn̪ˠfˠəd̪ˠ
aneas	ˈanʲəsˠ
teilifíse	ˈtʲɛlʲəfʲiːʃə
ospidéal	ˈɪʃpʲədʲeːlˠ
cheana	ˈçan̪ˠə
bhrád	wɾˠɑːd̪ˠ
chion	ˈçiən̪ˠ
Róisín	ˈɾˠóʃiːnʲ
máthar	ˈmˠɑːhəɾˠ
pacáil	ˈpˠakɑːlʲ
Veinéiseach	vˈɛnʲeːʃəx
mainistir	ˈmˠanʲəʃtʲəɾʲ
pasfhocal	ˈpˠasˠəkəlˠ
pastae	ˈpˠaʃtʲeː
éadan	ˈeːd̪ˠən̪ˠ
pláta	ˈpˠlˠɑːt̪ˠə
cigil	ˈcɪɟɪlʲ
gcoillte	ˈɡɛl̠ʲtʲə
adharc	ˈaiəɾˠk
Ciarán	ˈciəɾˠɑːnˠ
almanag	ˈal̪ˠmˠən̪ˠəɡ
bigil	ˈbʲɪɟɪlʲ
duadh	d̪ˠə
pearsana	ˈpʲaɾˠsˠən̪ˠə
Béarlach	ˈbʲeːɾˠlˠəx
meitheal	ˈmʲɛhəlˠ
graeipe	ˈɟɾʲeːpʲə
clogaid	ˈklˠɔɡədʲ
íobairt	ˈiːbˠəɾˠtʲ
panc	pˠan̪ˠk
Baile Átha Luain	ˌbˠalʲə ɑːhə ˈlˠuənʲ
díomsa	ˈdʲiːmˠsˠə
olldord	ˈɔlˠəd̪ˠəɾˠd̪ˠ
oscail	ˈɔsˠkəlʲ
feidhme	ˈfʲɛmʲə
aonmhac	ˈiːn̠̪ˠwək
críon	cɾʲiːnʲ
peileadóir	ˈpʲɛlʲəd̪ˠóɾʲ
hailt	hɛl̠ʲtʲ
goidtear	ˈɡɛdʲtʲəɾˠ
cupla	ˈkʊpˠlˠə
ar feadh	əɾˠˈfʲəi
riach	ˈɾˠiəx
ph	fˠ
éist	eːʃtʲ
buabhall	ˈbˠuəwəlˠ
hois	hɛʃ
abraimid	ˈabˠɾˠəmʲɪdʲ
cailceanna	ˈkal̪ʲcən̪ˠə
splanc	sˠpˠlˠan̪ˠk
sruth	sˠɾˠʊ
ithimid	ˈɪhəmʲɪdʲ
Fhaoilleach	ˈiːlʲəx
n-oile	n̪ˠ-ˈɛlʲə
buachaillí	ˈbˠuəxəlˠiː
phianta	ˈfʲiən̪ˠt̪ˠə
oifig	ˈɛfʲəc
catán	ˈkat̪ˠɑːnˠ
náireach	ˈn̪ˠɑːɾʲəx
suite	ˈsˠɪtʲə
brostaigh	ˈbˠɾˠɔsˠt̪ˠə
nimh	nʲəiiː
úrscéal	ˈuːɾˠʃceːlˠ
dortha	ˈd̪ˠɔɾˠə
Gráinne	ˈɡɾˠɑːn̪ˠə
crúbchrois	ˈkɾˠuːbˠxɾˠəʃ
dordéan	ˈd̪ˠɪɾʲədʲeːnˠ
capaillín	ˈkapˠəlˠiːnʲ
tóireacha	ˈt̪ˠóɾʲəxə
-ítear	-ˈiːtʲəɾˠ
domlas	ˈd̪ˠɔmˠlˠəsˠ
ithir	ˈɪhəɾʲ
n-aithníonn	n̪ˠ-ˈahnʲiːnʲ
pháistí	ˈfˠɑːʃtʲiː
glaise	ˈɡlˠaʃə
banc	bˠan̪ˠk
armas	ˈaɾˠmˠəsˠ
bhaist	waʃtʲ
breithiúnas	ˈbʲɾʲɛhuːn̪ˠəsˠ
siúlóid	ˈʃuːlˠódʲ
coláistí	ˈkɔlˠɑːʃtʲiː
grua	ɡɾˠuə
phós	fˠoːsˠ
gairmeach	ˈɡaɾʲmʲəx
gabháil	ˈɡəuɑːlʲ
geise	ˈɟɛʃə
pianfaidh	ˈpʲiən̪ˠfˠə
leitir	ˈlʲɛtʲəɾʲ
pianta	ˈpʲiən̪ˠt̪ˠə
saoil	sˠiːlʲ
Páidín	ˈpˠɑːdʲiːnʲ
pictiúr	ˈpʲɪctʲuːɾˠ
pilibín	ˈpʲɪlʲəbʲiːnʲ
abar	ˈabˠəɾˠ
Caitliceach	ˈkatʲlʲɪcəx
nglais	ŋlˠaʃ
gráinne	ˈɡɾˠɑːn̪ˠə
cloisteála	ˈklˠɛʃtʲeɑːlˠə
formad	ˈfˠɔɾˠmˠəd̪ˠ
pillín	ˈpʲɪlʲiːnʲ
gceártaí	ˈɟeɑːɾˠt̪ˠiː
piléir	ˈpʲɪlʲeːɾʲ
deartháireacha	ˈdʲaɾˠɑːɾʲəxə
pingin	ˈpʲɪɲɪnʲ
Feabhra	ˈfʲəuɾˠə
scamhóg	ˈsˠkəuoːɡ
pingine	ˈpʲɪɲənʲə
ramhair	ˈɾˠəuəɾʲ
thug	hʊɡ
saighdiúir	ˈsˠadʲúɾʲ
lenarb	ˈlʲɛn̪ˠəɾˠbˠ
adharca	ˈaiəɾˠkə
léitheoireacht	ˈlʲeːhoːɾʲəxt̪ˠ
dhise	ˈjɪʃə
teo	tʲoː
scráib	sˠkɾˠɑːbʲ
sorcha	ˈsˠɔɾˠxə
tálaim	ˈt̪ˠɑːlˠəmʲ
gleannta	ˈɟlʲan̪ˠt̪ˠə
eadhon	ˈəiən̪ˠ
cló	klˠoː
spág	sˠpˠɑːɡ
spuaic	ˈsˠpˠuəc
smut	sˠmˠʊt̪ˠ
smólach	ˈsˠmˠoːlˠəx
tig	tʲɪɟ
sócúl	ˈsˠoːkuːlˠ
mín	mʲiːnʲ
deirtí	ˈdʲɛɾˠtʲiː
easpaig	ˈasˠpˠəc
mholainn	ˈwɔlˠən̪ˠ
farc	fˠaɾˠk
dearmadacha	ˈdʲaɾˠmˠəd̪ˠəxə
lig	lʲɪɟ
patrún	ˈpˠat̪ˠɾˠuːnˠ
fágaim	ˈfˠɑːɡəmʲ
craoibhe	ˈkɾˠiːvʲə
anas	ˈan̪ˠəsˠ
leo	lʲoː
seo	ʃoː
reo	ɾˠoː
Séamaisín	ˈʃeːmˠəʃiːnʲ
Tibéidis	ˈtʲɪbʲeːdʲəʃ
casfar	ˈkasˠfˠəɾˠ
óga	ˈoːɡə
cuma	ˈkʊmˠə
feoil	fʲoːlʲ
báinín	ˈbˠɑːnʲiːnʲ
íota	ˈiːt̪ˠə
cruithneachta	ˈkɾˠɪhnʲəxt̪ˠə
péire	ˈpʲeːɾʲə
naetha	ˈnʲeːhə
uaimh	ˈuə
dín	dʲiːnʲ
thairsti	ˈhaɾˠʃtʲə
ceo	coː
luain	ˈlˠuənʲ
ceoil	coːlʲ
calma	ˈkal̪ˠmˠə
nglacfaidh	ˈŋlˠakfˠə
plúra'	ˈpˠlˠuːɾˠə'
corrach	ˈkɔɾˠəx
cruth	kɾˠʊ
bruth	bˠɾˠʊ
shíolmhar	ˈhiːl̠ˠwəɾˠ
punann	ˈpˠʊn̪ˠən̪ˠ
buain	ˈbˠuənʲ
cúlaí	ˈkuːlˠiː
ngabha	ˈŋəuə
beiread	ˈbʲɛɾʲəd̪ˠ
féachaint	ˈfʲeːxən̪ʲtʲ
Pholainn	ˈfˠɔlˠən̪ˠ
cillín	ˈcɪlʲiːnʲ
mbrandaí	ˈmˠɾˠan̪ˠəd̪ˠiː
mhaidin	ˈwadʲɪnʲ
geit	ɟɛtʲ
cótaí	ˈkoːt̪ˠiː
pol	pˠɔlˠ
gcodanna	ˈɡɔd̪ˠən̪ˠə
díon	dʲiːnʲ
fód	fˠoːd̪ˠ
ghlic	lʲɪc
log	lˠɔɡ
seift	ʃɛfʲtʲ
portaireacht	ˈpˠɔɾˠt̪ˠəɾʲəxt̪ˠ
portaireacht bhéil	ˌpˠɔɾˠt̪ˠəɾʲəçtʲ ˈvʲeːlʲ
praiseach	ˈpˠɾˠaʃəx
scóp	sˠkoːpˠ
tsráid	t̪ˠsˠɾˠɑːdʲ
ruainne	ˈɾˠuən̪ˠə
cruitchlár	ˈkɾˠʊt̪ˠxlˠɑːɾˠ
crosta	ˈkɾˠɔsˠt̪ˠə
an rud a fhaightear go bog caitear go bog é	ənˠ ɾˠʊd̪ˠ əatʲəɾˠ ɡəbˠɔɡ katʲəɾˠ ɡəbˠɪɟ ˈeː
bhlais	wlˠaʃ
pluma	ˈpˠlˠʊmˠə
fheola	ˈoːlˠə
liúit	ˈlʲútʲ
Muineachán	ˈmˠɪnʲəxɑːnˠ
staighre	ˈsˠt̪ˠaɾʲə
spraoi	sˠpˠɾˠiː
cip	cɪpʲ
beir	bʲɛɾʲ
aip	apʲ
deir	dʲɛɾʲ
déanaí	ˈdʲeːn̪ˠiː
bhFionlainnis	ˈvʲiən̪ˠlˠən̪ˠəʃ
ceannaím	ˈcan̪ˠəmʲ
deirimis	ˈdʲɛɾʲəmʲəʃ
fhlatha	ˈlˠahə
bhainne	ˈwan̪ˠə
sínid	ˈʃiːnʲɪdʲ
t'	t̪ˠ'
purgóid	ˈpˠʊɾˠəɡódʲ
bír	bʲiːɾʲ
codlatach	ˈkɔd̪ˠlˠət̪ˠəx
comhairle	ˈkəuəɾʲlʲə
pusa	ˈpˠʊsˠə
críonna	ˈcɾʲiːnʲə
Gaeilge na hAlban	ˌɟeːl̪ʲɟɪ n̪ˠə ˈhalˠəbˠən̪ˠ
fáisc	fˠɑːʃc
réiteach	ˈɾˠeːtʲəx
órthóraíocht	ˈoːɾˠoːɾˠiːəxt̪ˠ
leacht	lʲaxt̪ˠ
láin	lˠɑːnʲ
ród	ɾˠoːd̪ˠ
bheatha	ˈvʲahə
iaim	ˈiəmʲ
chúns	xuːn̪ˠsˠ
geimhreadh	ˈɟɛvʲɾʲə
muna	ˈmˠʊn̪ˠə
chileagram	ˈçɪlʲəɡɾˠəmˠ
agat	aɡət̪ˠ
i dtír	əˈdʲiːɾʲ
brabúsach	ˈbˠɾˠabˠuːsˠəx
dúil	ˈd̪ˠúlʲ
plúch	pˠlˠuːx
fhios	ˈiəsˠ
faoina	ˈfˠiːn̪ˠə
píb	pʲiːbʲ
pras	pˠɾˠasˠ
dara	ˈd̪ˠaɾˠə
sleá	ˈʃlʲeɑː
cluifí	ˈklˠɪfʲiː
bara	ˈbˠaɾˠə
-tar	-t̪ˠaɾˠ
leirg	lʲɛɾʲɟ
stail	sˠt̪ˠalʲ
píopa	ˈpʲiːpˠə
ardghlórach	ˈaɾˠəd̪ˠlˠoːɾˠəx
foghar	ˈfˠaiəɾˠ
-óimid	-ˈómʲɪdʲ
arda	ˈaɾˠəd̪ˠə
Afraic	ˈafˠɾˠəc
cealla	ˈcalˠə
cuir i gcás	kɪɾʲ əˈɡɑːsˠ
Ard-Fheis	ˈaɾʲədʲ-əʃ
áfach	ˈɑːfˠəx
baisc	bˠaʃc
piocóid	ˈpʲiəkódʲ
bhearr	vʲaːɾˠ
normal	ˈn̪ˠɔɾˠmˠəlˠ
doirtear	ˈd̪ˠɔɾˠtʲəɾˠ
easóg	ˈasˠoːɡ
fhearr	aːɾˠ
altar	ˈɛl̠ˠt̪ˠəɾˠ
pósta	ˈpˠoːsˠt̪ˠə
chat	xat̪ˠ
feidhmeannas	ˈfʲɛmʲən̪ˠəsˠ
dabhach	ˈd̪ˠəuəx
séimh	ʃéiiː
lón	lˠoːnˠ
gealt	ɟal̪ˠt̪ˠ
sloga	ˈsˠlˠɔɡə
aoine	ˈiːnʲə
taoschnó	ˈt̪ˠiːsˠxɾˠoː
tír	tʲiːɾʲ
feamainn	ˈfʲamˠən̪ˠ
Éireannach	ˈeːɾʲən̪ˠəx
dúbail	ˈd̪ˠuːbˠəlʲ
driseach	ˈdʲɾʲɪʃəx
fianaise	ˈfʲiən̪ˠəʃə
caillim	ˈkalˠɪmʲ
raidió	ˈɾˠadʲioː
deas	dʲasˠ
puimcín	ˈpˠɪmʲciːnʲ
faocha	ˈfˠiːxə
nóinín	ˈn̪ˠónʲiːnʲ
leoraís	ˈlʲoːɾˠəʃ
ngealach	ˈŋalˠəx
coscair	ˈkɔsˠkəɾʲ
Sasanach	ˈsˠasˠən̪ˠəx
reabab	ˈɾˠabˠəbˠ
cluife	ˈklˠɪfʲə
rialtas	ˈɾˠiəl̪ˠt̪ˠəsˠ
nuaí	ˈn̪ˠuəiː
riaráiste	ˈɾˠiəɾˠɑːʃtʲə
reitric	ˈɾˠɛtʲɾʲɪc
dair	d̪ˠaɾʲ
mháighistreása	ˈwɑːjəʃtʲɾʲeɑːsˠə
dtaca	ˈd̪ˠakə
istigh	ˈɪʃtʲə
d'iarr	dʲ'ˈiəɾˠ
inneall dóiteáin	ˌɪnʲəlˠ ˈd̪ˠótʲeɑːnʲ
dhil	jɪlʲ
cuach	kuəx
óstán	ˈoːsˠt̪ˠɑːnˠ
comhair	ˈkəuəɾʲ
triantán	ˈtʲɾʲiən̪ˠt̪ˠɑːnˠ
fuascailt	ˈfˠuəsˠkəl̪ʲtʲ
cantal	ˈkan̪ˠt̪ˠəlˠ
bhfuáil	ˈwuɑːlʲ
neamhspleách	ˈnʲəuʃpʲlʲeɑːx
fíodóirí	ˈfʲiːd̪ˠóɾʲiː
fataí	ˈfˠat̪ˠiː
rinneadar	ˈɾˠɪnʲəd̪ˠəɾˠ
guíonna	ˈɡuiːnʲə
Airméin	ˈaɾʲmʲeːnʲ
hamas	ˈhamˠəsˠ
Risteard	ˈɾˠɪʃtʲəɾˠd̪ˠ
obair	ˈɔbˠəɾʲ
crap	kɾˠapˠ
buarán	ˈbˠuəɾˠɑːnˠ
t-uisce	t̪ˠ-ˈɪʃcɪ
dóimid	ˈd̪ˠómʲɪdʲ
thura	ˈhʊɾˠə
nach	n̪ˠax
beirigí	ˈbʲɛɾʲəɟiː
luach	lˠuəx
uasghrádaigh	ˈuəsˠɾˠɑːd̪ˠə
tógáil	ˈt̪ˠoːɡɑːlʲ
dóchas	ˈd̪ˠoːxəsˠ
chuán	ˈxuɑːnˠ
troscadh	ˈt̪ˠɾˠɔsˠkə
ligfidh	ˈlʲɪɟfʲə
gach	ɡax
potaisiam	ˈpˠɔt̪ˠəʃiəmˠ
taobh	t̪ˠiːw
beithígh	ˈbʲɛhə
campa	ˈkamˠpˠə
siar	ˈʃiəɾˠ
Franca	ˈfˠɾˠan̪ˠkə
cléibh	clʲeːvʲ
ar bith	əɾˠˈbʲɪ
rochtain	ˈɾˠɔxt̪ˠənʲ
gleomhar	ˈɟlʲoːəɾˠ
óige	ˈóɟɪ
gcuan	ɡuən̪ˠ
tuig	t̪ˠɪɟ
riail	ˈɾˠiəlʲ
greamaím	ˈɟɾʲamˠəmʲ
fuiseog	ˈfˠɪʃoːɡ
ros	ɾˠɔsˠ
rinneabhair	ˈɾˠɪnʲəuəɾʲ
hachar	ˈhaxəɾˠ
n-each	nʲ-ax
gág	ɡɑːɡ
slios	ˈʃlʲiəsˠ
Poncán	ˈpˠɔn̪ˠkɑːnˠ
Imánál	ˈɪmˠɑːn̪ˠɑːlˠ
hIarmhí	ˈhiəɾʲvʲiː
clibirt	ˈclʲɪbʲəɾˠtʲ
mbeid	mʲɛdʲ
teachín	ˈtʲaçiːnʲ
ruán	ˈɾˠuɑːnˠ
biail	ˈbʲiəlʲ
ar an ásc sin	əɾˠ ənˠ ɑːʃc ˈʃɪnʲ
diail	ˈdʲiəlʲ
rá	ɾˠɑː
bhfeice	ˈvʲɛcɪ
colún	ˈkɔlˠuːnˠ
mabóg	ˈmˠabˠoːɡ
dhorcha	ˈɣɔɾˠxə
guta	ˈɡʊt̪ˠə
ceil	cɛlʲ
leat	lʲat̪ˠ
caimseog	ˈkamʲʃoːɡ
seacht déag	ʃaçtʲ dʲeːɡ
muidne	ˈmˠɪdʲnʲə
Faoilleach	ˈfˠiːlʲəx
fhréimh	ɾʲéiiː
airleacan	ˈaɾʲlʲəkən̪ˠ
innilt	ˈɪnʲəl̪ʲtʲ
druide	ˈd̪ˠɾˠɪdʲə
ré	ɾˠeː
-ach	-ax
feil	fʲɛlʲ
cnoga	ˈkɾˠɔɡə
tSín	tʲʃiːnʲ
déarfaí	ˈdʲeːɾˠfˠiː
marcra	ˈmˠaɾˠkɾˠə
mairc	mˠaɾʲc
cér	ceːɾʲ
ollbhasún	ˈɔl̪ˠwəsˠuːnˠ
páirt	pˠɑːɾˠtʲ
ciúnas	ˈcuːn̪ˠəsˠ
stuif	sˠt̪ˠɪfʲ
nílimid	ˈnʲiːlʲəmʲɪdʲ
le fáil	lʲə ˈfˠɑːlʲ
grást	ɡɾˠɑːsˠt̪ˠ
ríogach	ˈɾˠiːɡəx
péatar	ˈpʲeːt̪ˠəɾˠ
éadóchas	ˈeːd̪ˠoːxəsˠ
phlúch	fˠlˠuːx
trínar	ˈtʲɾʲiːn̪ˠəɾˠ
gainne	ˈɡan̪ˠə
lug	lˠʊɡ
beocha	ˈbʲoːxə
speisialta	ˈʃpʲɛʃiəl̪ˠt̪ˠə
orainne	ˈɔɾˠən̪ˠə
bainne	ˈbˠan̪ˠə
a chlog	əˈxlˠɔɡ
marfach	ˈmˠaɾˠfˠəx
ró-	ɾˠoː-
dínne	ˈdʲiːnʲə
tobann	ˈt̪ˠɔbˠən̪ˠ
phrioc	ˈfʲɾʲjʊk
lear	lʲaɾˠ
rón	ɾˠoːnˠ
rópa	ˈɾˠoːpˠə
freastail	ˈfʲɾʲasˠt̪ˠəlʲ
cóisir	ˈkóʃəɾʲ
iomas	ˈʊmˠəsˠ
chroí	ˈxɾˠoiː
bpáipéar	ˈbˠɑːpʲeːɾˠ
cothú	ˈkɔhuː
olla	ˈɔlˠə
cumann	ˈkʊmˠən̪ˠ
rúta	ˈɾˠuːt̪ˠə
maoilín	ˈmˠiːlʲiːnʲ
gaiscíocha	ˈɡaʃciːxə
coisrig	ˈkɛʃɾʲəc
flaithiúil	ˈfˠlˠahúlʲ
bróig	ˈbˠɾˠóɟ
mbuailte	ˈmˠuəl̪ʲtʲə
Garda	ˈɡaɾˠəd̪ˠə
sa bhaile	sˠə ˈwalʲə
ghnó	n̪ˠoː
sa gcaoi go	sˠə ˈɡiː ɡə
sa mbaile	sˠə ˈmˠalʲə
adhlaic	ˈailˠəc
gcéadta	ˈɟeːd̪ˠt̪ˠə
caomhnú	ˈkiːwn̪ˠuː
sine	ˈʃɪnʲə
alla	ˈalˠə
dtuama	ˈd̪ˠuəmˠə
braiteach	ˈbˠɾˠatʲəx
umhal	ˈəuəlˠ
saoi	sˠiː
taoi	t̪ˠiː
fúmsa	ˈfˠuːmˠsˠə
cruitíneach	ˈkɾˠɪtʲiːnʲəx
harda	ˈhaɾˠəd̪ˠə
measa	ˈmʲasˠə
barda	ˈbˠaɾˠəd̪ˠə
é	eː
síl	ʃiːlʲ
carda	ˈkaɾˠəd̪ˠə
stua	sˠt̪ˠuə
brise	ˈbʲɾʲɪʃə
Dónall	ˈd̪ˠoːn̪ˠəlˠ
alta	ˈɛl̠ˠt̪ˠə
míl	mʲiːlʲ
níl	nʲiːlʲ
shleamhnaigh	ˈhlʲəun̪ˠə
acastóir	ˈakəsˠt̪ˠóɾʲ
cathaoireacha	ˈkahiːɾʲəxə
seobh	ʃoːw
in éindí le	ɪnʲ ˈeːn̠ʲdʲiː lʲə
n-iasc	nʲ-ˈiəsˠk
miotóg	ˈmʲiət̪ˠoːɡ
créatúir	ˈcɾʲeːt̪ˠúɾʲ
phonc	fˠɔn̪ˠk
spadánta	ˈsˠpˠad̪ˠɑːn̪ˠt̪ˠə
plean	pʲlʲan̪ˠ
gasúir	ˈɡasˠúɾʲ
croisín	ˈkɾˠɛʃiːnʲ
ár	ɑːɾˠ
síolmhar	ˈʃiːl̠ˠwəɾˠ
nuaíocht	ˈn̪ˠuəiːçtʲ
bitheach	ˈbʲɪhəx
comh	kəu
scaoileann	ˈsˠkiːlʲən̪ˠ
fiachta	ˈfʲiəxt̪ˠə
scaoth	sˠkiː
scafaire	ˈsˠkafˠəɾʲə
stócáil	ˈsˠt̪ˠoːkɑːlʲ
salm	sˠal̪ˠmˠ
tá ocras orm	t̪ˠɑː ɔkɾˠəsˠ ˈəɾˠmˠ
dheá-	ˈjeɑː-
ar cuaird	əɾˠˈkuəɾʲdʲ
d'aithin	d̪ˠ'ˈahɪnʲ
Seoighe	ˈʃoːjə
cuideachta	ˈkɪdʲəxt̪ˠə
ionad	ˈiən̪ˠəd̪ˠ
sceamhaíl	ˈʃcəuəlʲ
sceiche	ˈʃcɛçə
éigint	ˈeːɟɪn̠ʲtʲ
ról	ɾˠoːlˠ
thar	haɾˠ
Iodáil	ˈiəd̪ˠɑːlʲ
chluich	xlˠʊx
túr	t̪ˠuːɾˠ
eagar	ˈaɡəɾˠ
Brasaíl	ˈbˠɾˠasˠəlʲ
fháinne	ˈɑːn̪ˠə
húr	huːɾˠ
iúr	uːɾˠ
lagar	ˈlˠaɡəɾˠ
scine	ˈʃcɪnʲə
airne	ˈaɾʲnʲə
dúlra	ˈd̪ˠuːl̪ˠɾˠə
tuga	ˈt̪ˠʊɡə
síob	ʃiːbʲ
sclábhaíocht	ˈsˠklˠáiːiːəxt̪ˠ
Fearghas	ˈfʲaɾˠɣəsˠ
bóthair	ˈbˠoːhəɾʲ
bruite	ˈbˠɾˠɪtʲə
goil	ɡɛlʲ
chros	xɾˠɔsˠ
leite	ˈlʲɛtʲə
caogaidí	ˈkiːɡədʲiː
bagar	ˈbˠaɡəɾˠ
tsean-	tʲʃan̪ˠ-
mise	ˈmʲɪʃə
scraiste	ˈsˠkɾˠaʃtʲə
píob	pʲiːbʲ
pise	ˈpʲɪʃə
ndolaí	ˈn̪ˠɔlˠiː
coite	ˈkɪtʲə
craos	kɾˠiːsˠ
bhflaith	wlˠa
Franc	fˠɾˠan̪ˠk
drochshúil	ˈd̪ˠɾˠɔxhúlʲ
coraíocht	ˈkɔɾˠiːəxt̪ˠ
gabha	ˈɡəuə
barúil	ˈbˠaɾˠúlʲ
aon duine	iːn̪ˠ ˈd̪ˠɪnʲə
scéim	ʃceːmʲ
muirir	ˈmˠɪɾʲəɾʲ
dlím	dʲlʲiːmʲ
hÍ	hiː
lorga	ˈlˠɔɾˠəɡə
cé nach	ceːˈn̪ˠax
go brách	ɡəˈbˠɾˠɑːx
cuirir	ˈkɪɾʲəɾʲ
anduine	ˈan̪ˠəd̪ˠənʲə
Samhna	ˈsˠəun̪ˠə
muinín	ˈmˠɪnʲiːnʲ
Éireann	ˈeːɾʲən̪ˠ
dúr	d̪ˠuːɾˠ
fhuip	ɪpʲ
Seapáin	ˈʃapˠɑːnʲ
céibh	ceːvʲ
scór	sˠkoːɾˠ
Ceilteach	ˈcɛl̠ʲtʲəx
díograiseach	ˈdʲiːɡɾˠəʃəx
tréas	tʲɾʲeːsˠ
dtrí	dʲɾʲiː
Céadaoin	ˈceːd̪ˠiːnʲ
imím	ˈɪmʲiːmʲ
Muirís	ˈmˠɪɾʲiːʃ
uasal	ˈuəsˠəlˠ
uireaspach	ˈɪɾʲəsˠpˠəx
maoineach	ˈmˠiːnʲəx
Polainn	ˈpˠɔlˠən̪ˠ
seagal	ˈʃaɡəlˠ
seachain	ˈʃaxənʲ
cheaptaí	ˈçapˠt̪ˠiː
dhuibh	ɣɪvʲ
pota	ˈpˠɔt̪ˠə
sealga	ˈʃalˠəɡə
mogóir	ˈmˠɔɡóɾʲ
amach	ˈamˠəx
seanduine	ˈʃan̪ˠəd̪ˠənʲə
brá	bˠɾˠɑː
turaíocht	ˈt̪ˠʊɾˠiːəxt̪ˠ
crá	kɾˠɑː
éanacha	ˈeːn̪ˠəxə
coire	ˈkɛɾʲə
fabht	fˠəut̪ˠ
seanscéal	ˈʃan̪ʲʃceːlˠ
coda	ˈkɔd̪ˠə
chúrsa	ˈxuːɾˠsˠə
searbh	ʃaɾˠw
iaguair	ˈiəɡuəɾʲ
cháiliúil	ˈxɑːlʲúlʲ
báine	ˈbˠɑːnʲə
coireanna	ˈkɛɾʲən̪ˠə
ciste	ˈcɪʃtʲə
léití	ˈlʲeːtʲiː
agair	ˈaɡəɾʲ
droma	ˈd̪ˠɾˠɔmˠə
cuir	kɪɾʲ
seacht	ʃaxt̪ˠ
clóca	ˈklˠoːkə
bhfeictear	ˈvʲɛctʲəɾˠ
i m'ainneoin	əmˠ'ˈan̪ˠoːnʲ
thuama	ˈhuəmˠə
smig	ʃmʲɪɟ
fhear mhire	aɾʲ ˈvʲɪɾʲə
crean	cɾʲan̪ˠ
coinín	ˈkɪnʲiːnʲ
craein	ˈcɾʲeːnʲ
móid	ˈmˠódʲ
thair	haɾʲ
ásc	ɑːsˠk
thit	hɪtʲ
bhfíodóirí	ˈvʲiːd̪ˠóɾʲiː
sútra	ˈsˠuːt̪ˠɾˠə
Mhuire	ˈwɪɾʲə
róid	ˈɾˠódʲ
muise	ˈmˠɪʃə
-mid	-mʲɪdʲ
filíocht	ˈfʲɪlʲiːçtʲ
fáilte	ˈfˠɑːl̪ʲtʲə
ghair	ɣaɾʲ
teib	tʲɛbʲ
le chéile	lʲə ˈçeːlʲə
seánra	ˈʃeɑːn̪ˠɾˠə
dúrt	d̪ˠuːɾˠt̪ˠ
tsál	t̪ˠsˠɑːlˠ
poblacht	ˈpˠɔbˠlˠəxt̪ˠ
shagart	ˈhaɡəɾˠt̪ˠ
sheaicéad	ˈhaceːd̪ˠ
sheamra	ˈhamˠɾˠə
againne	ˈaɡən̪ˠə
blitear	ˈbʲlʲɪtʲəɾˠ
spairt	sˠpˠɛɾˠtʲ
phingin	ˈfʲɪɲɪnʲ
dhósan	ˈɣoːsˠən̪ˠ
inar	ˈɪn̪ˠəɾˠ
bhain	wanʲ
glasa	ˈɡlˠasˠə
cíoch	ciː
cirt	cɪɾˠtʲ
muinchille	ˈmˠɪn̠ʲçəlˠə
arís	ˈaɾʲiːʃ
mbranda	ˈmˠɾˠan̪ˠəd̪ˠə
ar an ásc san	əɾˠ ənˠ ɑːsˠk ˈsˠan̪ˠ
oide	ˈɛdʲə
bhuailte	ˈwuəl̪ʲtʲə
a-	a-
blite	ˈbʲlʲɪtʲə
lastuaidh	ˈlˠasˠt̪ˠuə
righin	ˈɾˠəiɪnʲ
-fimid	-ˈfʲɪmʲɪdʲ
